coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,rain,message,snow,lat,lon,temp,temp_min,temp_max,cloudiness,wind_speed,wind_direction,humidity
"{'lon': 26.33, 'lat': 42.08}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 269.04, 'feels_like': 265.83, 'temp_min': 268.15, 'temp_max': 270.15, 'pressure': 1027, 'humidity': 100}",10000.0,"{'speed': 1, 'deg': 240}",{'all': 5},1582430627.0,"{'type': 1, 'id': 6362, 'country': 'BG', 'sunrise': 1582434033, 'sunset': 1582473364}",7200.0,726384.0,Topolovgrad,200,,,,42.08,26.33,269.04,268.15,270.15,5.0,1.0,240.0,100.0
"{'lon': -75.83, 'lat': 42.25}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 269.43, 'feels_like': 265.37, 'temp_min': 267.04, 'temp_max': 272.59, 'pressure': 1021, 'humidity': 92}",16093.0,"{'speed': 2.1, 'deg': 234}",{'all': 1},1582430427.0,"{'type': 1, 'id': 5041, 'country': 'US', 'sunrise': 1582372229, 'sunset': 1582411416}",-18000.0,5110365.0,Broome,200,,,,42.25,-75.83,269.43,267.04,272.59,1.0,2.1,234.0,92.0
"{'lon': -159.32, 'lat': 22.08}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 297.98, 'feels_like': 299.34, 'temp_min': 297.04, 'temp_max': 299.15, 'pressure': 1018, 'humidity': 73}",16093.0,"{'speed': 3.1, 'deg': 70}",{'all': 40},1582430550.0,"{'type': 1, 'id': 7873, 'country': 'US', 'sunrise': 1582391047, 'sunset': 1582432670}",-36000.0,5848280.0,Kapaa,200,,,,22.08,-159.32,297.98,297.04,299.15,40.0,3.1,70.0,73.0
"{'lon': 78.7, 'lat': 67.47}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,"{'temp': 265.37, 'feels_like': 256.36, 'temp_min': 265.37, 'temp_max': 265.37, 'pressure': 1005, 'humidity': 91, 'sea_level': 1005, 'grnd_level': 1003}",,"{'speed': 8.61, 'deg': 223}",{'all': 100},1582430676.0,"{'country': 'RU', 'sunrise': 1582425058, 'sunset': 1582457204}",18000.0,1489853.0,Tazovsky,200,,,{'3h': 0.13},67.47,78.7,265.37,265.37,265.37,100.0,8.61,223.0,91.0
"{'lon': 71.72, 'lat': 40.43}","[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",stations,"{'temp': 279.58, 'feels_like': 276.87, 'temp_min': 279.15, 'temp_max': 280.15, 'pressure': 1024, 'humidity': 87}",3900.0,"{'speed': 2.1, 'deg': 160}",{'all': 63},1582430676.0,"{'type': 1, 'id': 9014, 'country': 'UZ', 'sunrise': 1582423032, 'sunset': 1582462580}",18000.0,1513491.0,Yangi Marg`ilon,200,,,,40.43,71.72,279.58,279.15,280.15,63.0,2.1,160.0,87.0
"{'lon': 55.12, 'lat': 30.12}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 279.88, 'feels_like': 276.46, 'temp_min': 279.88, 'temp_max': 279.88, 'pressure': 1022, 'humidity': 76, 'sea_level': 1022, 'grnd_level': 829}",,"{'speed': 2.69, 'deg': 126}",{'all': 0},1582430677.0,"{'country': 'IR', 'sunrise': 1582426375, 'sunset': 1582467204}",12600.0,115781.0,Shahr-e Babak,200,,,,30.12,55.12,279.88,279.88,279.88,0.0,2.69,126.0,76.0
"{'lon': 62.91, 'lat': 39.48}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 278.19, 'feels_like': 273.4, 'temp_min': 278.19, 'temp_max': 278.19, 'pressure': 1022, 'humidity': 74, 'sea_level': 1022, 'grnd_level': 1000}",,"{'speed': 4.17, 'deg': 36}",{'all': 33},1582430677.0,"{'country': 'TM', 'sunrise': 1582425078, 'sunset': 1582464762}",18000.0,1218420.0,Seydi,200,,,,39.48,62.91,278.19,278.19,278.19,33.0,4.17,36.0,74.0
"{'lon': 100.34, 'lat': 5.41}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 303.15, 'feels_like': 304.58, 'temp_min': 303.15, 'temp_max': 303.15, 'pressure': 1014, 'humidity': 62}",10000.0,"{'speed': 4.6, 'deg': 50}",{'all': 20},1582430677.0,"{'type': 1, 'id': 9438, 'country': 'MY', 'sunrise': 1582414367, 'sunset': 1582457509}",28800.0,1735106.0,George Town,200,,,,5.41,100.34,303.15,303.15,303.15,20.0,4.6,50.0,62.0
"{'lon': 114.16, 'lat': 22.29}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 294.53, 'feels_like': 290.65, 'temp_min': 292.59, 'temp_max': 296.48, 'pressure': 1026, 'humidity': 49}",10000.0,"{'speed': 5.7, 'deg': 100}",{'all': 28},1582430602.0,"{'type': 1, 'id': 9154, 'country': 'HK', 'sunrise': 1582411811, 'sunset': 1582453431}",28800.0,1819729.0,Hong Kong,200,,,,22.29,114.16,294.53,292.59,296.48,28.0,5.7,100.0,49.0
"{'lon': -174.35, 'lat': -19.8}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 302.15, 'feels_like': 305.52, 'temp_min': 302.15, 'temp_max': 302.15, 'pressure': 1005, 'humidity': 83}",10000.0,"{'speed': 5.1, 'deg': 140}",{'all': 40},1582430677.0,"{'type': 1, 'id': 7286, 'country': 'TO', 'sunrise': 1582479182, 'sunset': 1582524533}",46800.0,4032369.0,Pangai,200,,,,-19.8,-174.35,302.15,302.15,302.15,40.0,5.1,140.0,83.0
"{'lon': -93.22, 'lat': 45.02}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 272.7, 'feels_like': 269.18, 'temp_min': 270.93, 'temp_max': 274.26, 'pressure': 1010, 'humidity': 100}",16093.0,"{'speed': 2.1, 'deg': 170}",{'all': 1},1582430470.0,"{'type': 1, 'id': 3291, 'country': 'US', 'sunrise': 1582376618, 'sunset': 1582415373}",-21600.0,5044290.0,Saint Anthony,200,,,,45.02,-93.22,272.7,270.93,274.26,1.0,2.1,170.0,100.0
"{'lon': 115.33, 'lat': -33.65}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 301.18, 'feels_like': 297.79, 'temp_min': 299.26, 'temp_max': 303.15, 'pressure': 1007, 'humidity': 31}",,"{'speed': 4.64, 'deg': 115}",{'all': 99},1582430678.0,"{'type': 3, 'id': 2011706, 'country': 'AU', 'sunrise': 1582408854, 'sunset': 1582455827}",28800.0,2075265.0,Busselton,200,,,,-33.65,115.33,301.18,299.26,303.15,99.0,4.64,115.0,31.0
,,,,,,,,,,,,404,,city not found,,,,,,,,,,
"{'lon': 16.43, 'lat': -28.55}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 289.39, 'feels_like': 288.55, 'temp_min': 289.39, 'temp_max': 289.39, 'pressure': 1013, 'humidity': 94, 'sea_level': 1013, 'grnd_level': 998}",,"{'speed': 3.65, 'deg': 163}",{'all': 10},1582430656.0,"{'country': 'NA', 'sunrise': 1582432916, 'sunset': 1582479233}",7200.0,3354071.0,Oranjemund,200,,,,-28.55,16.43,289.39,289.39,289.39,10.0,3.65,163.0,94.0
"{'lon': 113.63, 'lat': -24.87}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 301.15, 'feels_like': 301.49, 'temp_min': 301.15, 'temp_max': 301.15, 'pressure': 1010, 'humidity': 58}",10000.0,"{'speed': 4.1, 'deg': 250}",{'all': 0},1582430515.0,"{'type': 1, 'id': 9505, 'country': 'AU', 'sunrise': 1582409783, 'sunset': 1582455714}",28800.0,2074865.0,Carnarvon,200,,,,-24.87,113.63,301.15,301.15,301.15,0.0,4.1,250.0,58.0
"{'lon': 15.59, 'lat': 56.16}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 278.15, 'feels_like': 271.97, 'temp_min': 278.15, 'temp_max': 278.15, 'pressure': 998, 'humidity': 75}",10000.0,"{'speed': 6.2, 'deg': 260}",{'all': 25},1582430678.0,"{'type': 1, 'id': 1736, 'country': 'SE', 'sunrise': 1582437976, 'sunset': 1582474576}",3600.0,2701713.0,Karlskrona,200,,,,56.16,15.59,278.15,278.15,278.15,25.0,6.2,260.0,75.0
"{'lon': 150.8, 'lat': -2.57}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 302.33, 'feels_like': 304.55, 'temp_min': 302.33, 'temp_max': 302.33, 'pressure': 1008, 'humidity': 70, 'sea_level': 1008, 'grnd_level': 1008}",,"{'speed': 4.42, 'deg': 282}",{'all': 0},1582430542.0,"{'country': 'PG', 'sunrise': 1582401915, 'sunset': 1582445742}",36000.0,2094342.0,Kavieng,200,,,,-2.57,150.8,302.33,302.33,302.33,0.0,4.42,282.0,70.0
"{'lon': -139.03, 'lat': -9.8}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 300.8, 'feels_like': 302.31, 'temp_min': 300.8, 'temp_max': 300.8, 'pressure': 1011, 'humidity': 77, 'sea_level': 1011, 'grnd_level': 1010}",,"{'speed': 5.53, 'deg': 58}",{'all': 0},1582430679.0,"{'country': 'PF', 'sunrise': 1582384754, 'sunset': 1582429224}",-34200.0,4020109.0,Atuona,200,,,,-9.8,-139.03,300.8,300.8,300.8,0.0,5.53,58.0,77.0
,,,,,,,,,,,,404,,city not found,,,,,,,,,,
"{'lon': 53.4, 'lat': 35.57}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 280.11, 'feels_like': 277.86, 'temp_min': 280.11, 'temp_max': 280.11, 'pressure': 1019, 'humidity': 71, 'sea_level': 1019, 'grnd_level': 892}",,"{'speed': 0.84, 'deg': 121}",{'all': 0},1582430679.0,"{'country': 'IR', 'sunrise': 1582427105, 'sunset': 1582467300}",12600.0,116402.0,Semnan,200,,,,35.57,53.4,280.11,280.11,280.11,0.0,0.84,121.0,71.0
"{'lon': 109.09, 'lat': 35.08}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 282.46, 'feels_like': 278.81, 'temp_min': 282.46, 'temp_max': 282.46, 'pressure': 1021, 'humidity': 38, 'sea_level': 1021, 'grnd_level': 916}",,"{'speed': 1.59, 'deg': 148}",{'all': 0},1582430679.0,"{'country': 'CN', 'sunrise': 1582413720, 'sunset': 1582453956}",28800.0,1795196.0,Tongchuanshi,200,,,,35.08,109.09,282.46,282.46,282.46,0.0,1.59,148.0,38.0
"{'lon': 81.12, 'lat': 6.12}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 301.15, 'feels_like': 303.75, 'temp_min': 301.15, 'temp_max': 301.15, 'pressure': 1013, 'humidity': 88}",10000.0,"{'speed': 6.2, 'deg': 40}",{'all': 75},1582430679.0,"{'type': 1, 'id': 9124, 'country': 'LK', 'sunrise': 1582419009, 'sunset': 1582462091}",19800.0,1244926.0,Hambantota,200,,,,6.12,81.12,301.15,301.15,301.15,75.0,6.2,40.0,88.0
"{'lon': -1.76, 'lat': 4.88}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 298.71, 'feels_like': 304.05, 'temp_min': 298.71, 'temp_max': 298.71, 'pressure': 1010, 'humidity': 96, 'sea_level': 1010, 'grnd_level': 1002}",,"{'speed': 1.43, 'deg': 223}",{'all': 72},1582430679.0,"{'country': 'GH', 'sunrise': 1582438844, 'sunset': 1582482035}",0.0,2294915.0,Takoradze,200,,,,4.88,-1.76,298.71,298.71,298.71,72.0,1.43,223.0,96.0
,,,,,,,,,,,,404,,city not found,,,,,,,,,,
"{'lon': -67.5, 'lat': -45.87}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 298.15, 'feels_like': 294.16, 'temp_min': 298.15, 'temp_max': 298.15, 'pressure': 1005, 'humidity': 31}",10000.0,"{'speed': 4.6, 'deg': 290}",{'all': 38},1582430514.0,"{'type': 1, 'id': 8284, 'country': 'AR', 'sunrise': 1582451818, 'sunset': 1582500614}",-10800.0,3860443.0,Comodoro Rivadavia,200,,,,-45.87,-67.5,298.15,298.15,298.15,38.0,4.6,290.0,31.0
"{'lon': 73.08, 'lat': -0.6}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 301.62, 'feels_like': 302.24, 'temp_min': 301.62, 'temp_max': 301.62, 'pressure': 1011, 'humidity': 79, 'sea_level': 1011, 'grnd_level': 1011}",,"{'speed': 7.82, 'deg': 68}",{'all': 100},1582430391.0,"{'country': 'MV', 'sunrise': 1582420652, 'sunset': 1582464308}",18000.0,1282256.0,Hithadhoo,200,,,,-0.6,73.08,301.62,301.62,301.62,100.0,7.82,68.0,79.0
"{'lon': 87.96, 'lat': 50.63}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,"{'temp': 267.79, 'feels_like': 264.84, 'temp_min': 267.79, 'temp_max': 267.79, 'pressure': 1016, 'humidity': 95, 'sea_level': 1016, 'grnd_level': 796}",,"{'speed': 0.34, 'deg': 119}",{'all': 100},1582430680.0,"{'country': 'RU', 'sunrise': 1582419996, 'sunset': 1582457821}",25200.0,1488048.0,Ulagan,200,,,{'3h': 1.31},50.63,87.96,267.79,267.79,267.79,100.0,0.34,119.0,95.0
"{'lon': 73.57, 'lat': 2.92}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 301.42, 'feels_like': 301.65, 'temp_min': 301.42, 'temp_max': 301.42, 'pressure': 1012, 'humidity': 80, 'sea_level': 1012, 'grnd_level': 1012}",,"{'speed': 8.39, 'deg': 78}",{'all': 93},1582430680.0,"{'country': 'MV', 'sunrise': 1582420684, 'sunset': 1582464040}",18000.0,1337617.0,Muli,200,{'3h': 0.63},,,2.92,73.57,301.42,301.42,301.42,93.0,8.39,78.0,80.0
"{'lon': -59.52, 'lat': 13.22}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 298.15, 'feels_like': 300.63, 'temp_min': 298.15, 'temp_max': 298.15, 'pressure': 1015, 'humidity': 83}",10000.0,"{'speed': 3.1, 'deg': 50}",{'all': 40},1582430681.0,"{'type': 1, 'id': 8772, 'country': 'BB', 'sunrise': 1582453061, 'sunset': 1582495541}",-14400.0,3374083.0,Bathsheba,200,,,,13.22,-59.52,298.15,298.15,298.15,40.0,3.1,50.0,83.0
"{'lon': 113.63, 'lat': 51.93}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 269.15, 'feels_like': 263.84, 'temp_min': 269.15, 'temp_max': 269.15, 'pressure': 1010, 'humidity': 53}",10000.0,"{'speed': 3, 'deg': 250}",{'all': 6},1582430681.0,"{'type': 1, 'id': 8890, 'country': 'RU', 'sunrise': 1582413980, 'sunset': 1582451517}",32400.0,2027373.0,Atamanovka,200,,,,51.93,113.63,269.15,269.15,269.15,6.0,3.0,250.0,53.0
"{'lon': 142.15, 'lat': -34.2}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 306.58, 'feels_like': 303.09, 'temp_min': 306.15, 'temp_max': 307.04, 'pressure': 1016, 'humidity': 22}",10000.0,"{'speed': 4.6, 'deg': 340}",{'all': 0},1582430429.0,"{'type': 1, 'id': 9550, 'country': 'AU', 'sunrise': 1582402377, 'sunset': 1582449432}",39600.0,2157698.0,Mildura,200,,,,-34.2,142.15,306.58,306.15,307.04,0.0,4.6,340.0,22.0
"{'lon': 35.03, 'lat': -11.3}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 294.07, 'feels_like': 295.64, 'temp_min': 294.07, 'temp_max': 294.07, 'pressure': 1010, 'humidity': 87, 'sea_level': 1010, 'grnd_level': 895}",,"{'speed': 2.17, 'deg': 54}",{'all': 91},1582430681.0,"{'country': 'TZ', 'sunrise': 1582429317, 'sunset': 1582473905}",10800.0,877384.0,Tingi,200,,,,-11.3,35.03,294.07,294.07,294.07,91.0,2.17,54.0,87.0
"{'lon': 114.97, 'lat': -8.19}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 301.21, 'feels_like': 304.22, 'temp_min': 301.21, 'temp_max': 301.21, 'pressure': 1011, 'humidity': 74, 'sea_level': 1011, 'grnd_level': 1011}",,"{'speed': 3.18, 'deg': 307}",{'all': 27},1582430681.0,"{'country': 'ID', 'sunrise': 1582410268, 'sunset': 1582454586}",28800.0,1650232.0,Banjar,200,,,,-8.19,114.97,301.21,301.21,301.21,27.0,3.18,307.0,74.0
"{'lon': 78.82, 'lat': 44.83}","[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13d'}]",stations,"{'temp': 267.58, 'feels_like': 260.88, 'temp_min': 267.58, 'temp_max': 267.58, 'pressure': 1028, 'humidity': 92, 'sea_level': 1028, 'grnd_level': 797}",,"{'speed': 5.6, 'deg': 183}",{'all': 100},1582430682.0,"{'country': 'KZ', 'sunrise': 1582421662, 'sunset': 1582460542}",21600.0,1518296.0,Tekeli,200,,,{'3h': 3.44},44.83,78.82,267.58,267.58,267.58,100.0,5.6,183.0,92.0
"{'lon': -51.1, 'lat': 69.22}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 255.15, 'feels_like': 247.05, 'temp_min': 255.15, 'temp_max': 255.15, 'pressure': 996, 'humidity': 49}",,"{'speed': 6.2, 'deg': 70}",{'all': 100},1582430409.0,"{'type': 1, 'id': 165, 'country': 'GL', 'sunrise': 1582456670, 'sunset': 1582487890}",-10800.0,3423146.0,Ilulissat,200,,,,69.22,-51.1,255.15,255.15,255.15,100.0,6.2,70.0,49.0
"{'lon': -133.04, 'lat': 69.45}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,"{'temp': 256.15, 'feels_like': 251.55, 'temp_min': 256.15, 'temp_max': 256.15, 'pressure': 1011, 'humidity': 84}",9656.0,"{'speed': 1.5, 'deg': 130}",{'all': 90},1582430682.0,"{'type': 1, 'id': 942, 'country': 'CA', 'sunrise': 1582390227, 'sunset': 1582420876}",-25200.0,6170031.0,Tuktoyaktuk,200,,,,69.45,-133.04,256.15,256.15,256.15,90.0,1.5,130.0,84.0
"{'lon': 57.76, 'lat': -20.34}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 299.25, 'feels_like': 303.05, 'temp_min': 298.15, 'temp_max': 300.37, 'pressure': 1013, 'humidity': 94}",10000.0,"{'speed': 3.79, 'deg': 91}",{'all': 40},1582430682.0,"{'type': 1, 'id': 2061, 'country': 'MU', 'sunrise': 1582423432, 'sunset': 1582468880}",14400.0,1106677.0,Bambous Virieux,200,,,,-20.34,57.76,299.25,298.15,300.37,40.0,3.79,91.0,94.0
,,,,,,,,,,,,404,,city not found,,,,,,,,,,
"{'lon': 161.3, 'lat': 68.75}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 245.83, 'feels_like': 240.27, 'temp_min': 245.83, 'temp_max': 245.83, 'pressure': 1014, 'humidity': 94, 'sea_level': 1014, 'grnd_level': 1012}",,"{'speed': 2.52, 'deg': 160}",{'all': 94},1582430414.0,"{'country': 'RU', 'sunrise': 1582405692, 'sunset': 1582436925}",39600.0,2126199.0,Cherskiy,200,,,,68.75,161.3,245.83,245.83,245.83,94.0,2.52,160.0,94.0
"{'lon': -127.17, 'lat': 54.78}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 270.15, 'feels_like': 266.52, 'temp_min': 270.15, 'temp_max': 270.15, 'pressure': 1013, 'humidity': 73}",40233.0,"{'speed': 1.16, 'deg': 166}",{'all': 40},1582430683.0,"{'type': 1, 'id': 990, 'country': 'CA', 'sunrise': 1582385747, 'sunset': 1582422539}",-28800.0,6149996.0,Smithers,200,,,,54.78,-127.17,270.15,270.15,270.15,40.0,1.16,166.0,73.0
"{'lon': 16.14, 'lat': 29.16}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 282.86, 'feels_like': 279.68, 'temp_min': 282.86, 'temp_max': 282.86, 'pressure': 1027, 'humidity': 80, 'sea_level': 1027, 'grnd_level': 991}",,"{'speed': 3.36, 'deg': 322}",{'all': 0},1582430683.0,"{'country': 'LY', 'sunrise': 1582435672, 'sunset': 1582476616}",7200.0,2209055.0,Waddan,200,,,,29.16,16.14,282.86,282.86,282.86,0.0,3.36,322.0,80.0
"{'lon': 118.04, 'lat': 50.1}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 261.33, 'feels_like': 256.43, 'temp_min': 261.33, 'temp_max': 261.33, 'pressure': 1014, 'humidity': 84, 'sea_level': 1014, 'grnd_level': 923}",,"{'speed': 2.27, 'deg': 281}",{'all': 40},1582430683.0,"{'country': 'RU', 'sunrise': 1582412734, 'sunset': 1582450647}",32400.0,2021618.0,Krasnokamensk,200,,,,50.1,118.04,261.33,261.33,261.33,40.0,2.27,281.0,84.0
"{'lon': 43.1, 'lat': 55.24}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 271.6, 'feels_like': 264.36, 'temp_min': 271.6, 'temp_max': 271.6, 'pressure': 1014, 'humidity': 89, 'sea_level': 1014, 'grnd_level': 995}",,"{'speed': 6.92, 'deg': 196}",{'all': 100},1582430683.0,"{'country': 'RU', 'sunrise': 1582431266, 'sunset': 1582468082}",10800.0,581186.0,Ardatov,200,,,,55.24,43.1,271.6,271.6,271.6,100.0,6.92,196.0,89.0
"{'lon': 30.79, 'lat': 59.7}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 276.63, 'feels_like': 270.6, 'temp_min': 275.93, 'temp_max': 277.15, 'pressure': 979, 'humidity': 84}",10000.0,"{'speed': 6, 'deg': 240}",{'all': 40},1582430516.0,"{'type': 1, 'id': 8926, 'country': 'RU', 'sunrise': 1582434850, 'sunset': 1582470407}",10800.0,546105.0,Nikolskoye,200,,,,59.7,30.79,276.63,275.93,277.15,40.0,6.0,240.0,84.0
"{'lon': 22.68, 'lat': -14.97}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 294.24, 'feels_like': 297.21, 'temp_min': 294.24, 'temp_max': 294.24, 'pressure': 1008, 'humidity': 88, 'sea_level': 1008, 'grnd_level': 894}",,"{'speed': 0.39, 'deg': 354}",{'all': 100},1582430683.0,"{'country': 'ZM', 'sunrise': 1582432113, 'sunset': 1582477036}",7200.0,915471.0,Kalabo,200,{'3h': 2.75},,,-14.97,22.68,294.24,294.24,294.24,100.0,0.39,354.0,88.0
"{'lon': 169.85, 'lat': -46.28}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 290.93, 'feels_like': 287.87, 'temp_min': 290.93, 'temp_max': 290.93, 'pressure': 1020, 'humidity': 56}",,"{'speed': 4.02, 'deg': 225, 'gust': 5.36}",{'all': 94},1582430684.0,"{'type': 3, 'id': 2000217, 'country': 'NZ', 'sunrise': 1582394756, 'sunset': 1582443758}",46800.0,2208248.0,Kaitangata,200,,,,-46.28,169.85,290.93,290.93,290.93,94.0,4.02,225.0,56.0
"{'lon': 2.6, 'lat': 6.5}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 302.15, 'feels_like': 307.71, 'temp_min': 302.15, 'temp_max': 302.15, 'pressure': 1009, 'humidity': 89}",7000.0,"{'speed': 3.1, 'deg': 270}",{'all': 20},1582430684.0,"{'type': 1, 'id': 1119, 'country': 'BJ', 'sunrise': 1582437867, 'sunset': 1582480920}",3600.0,2392087.0,Porto-Novo,200,,,,6.5,2.6,302.15,302.15,302.15,20.0,3.1,270.0,89.0
"{'lon': 47.92, 'lat': 63.37}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,"{'temp': 272.58, 'feels_like': 264.46, 'temp_min': 272.58, 'temp_max': 272.58, 'pressure': 994, 'humidity': 89, 'sea_level': 994, 'grnd_level': 979}",,"{'speed': 8.35, 'deg': 189}",{'all': 100},1582430684.0,"{'country': 'RU', 'sunrise': 1582431418, 'sunset': 1582465617}",10800.0,576093.0,Blagoyevo,200,,,{'3h': 0.31},63.37,47.92,272.58,272.58,272.58,100.0,8.35,189.0,89.0
"{'lon': 167.48, 'lat': -22.67}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 299.27, 'feels_like': 299.26, 'temp_min': 299.27, 'temp_max': 299.27, 'pressure': 1013, 'humidity': 76, 'sea_level': 1013, 'grnd_level': 1013}",,"{'speed': 6.39, 'deg': 100}",{'all': 8},1582430684.0,"{'country': 'NC', 'sunrise': 1582396972, 'sunset': 1582442680}",39600.0,2137773.0,Vao,200,,,,-22.67,167.48,299.27,299.27,299.27,8.0,6.39,100.0,76.0
"{'lon': -122.43, 'lat': 37.46}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 283.38, 'feels_like': 279.84, 'temp_min': 281.48, 'temp_max': 285.37, 'pressure': 1019, 'humidity': 81}",16093.0,"{'speed': 4.1, 'deg': 240}",{'all': 40},1582430684.0,"{'type': 1, 'id': 5903, 'country': 'US', 'sunrise': 1582383063, 'sunset': 1582422948}",-28800.0,5354943.0,Half Moon Bay,200,,,,37.46,-122.43,283.38,281.48,285.37,40.0,4.1,240.0,81.0
"{'lon': -101.42, 'lat': 26.78}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 287.04, 'feels_like': 285.45, 'temp_min': 287.04, 'temp_max': 287.04, 'pressure': 1018, 'humidity': 58}",,"{'speed': 0.89, 'deg': 46, 'gust': 1.79}",{'all': 100},1582430685.0,"{'type': 3, 'id': 2017454, 'country': 'MX', 'sunrise': 1582377397, 'sunset': 1582418530}",-21600.0,4015022.0,Castanos,200,,,,26.78,-101.42,287.04,287.04,287.04,100.0,0.89,46.0,58.0
"{'lon': 79.57, 'lat': 30.57}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 276.51, 'feels_like': 271.56, 'temp_min': 276.51, 'temp_max': 276.51, 'pressure': 1028, 'humidity': 34, 'sea_level': 1028, 'grnd_level': 736}",,"{'speed': 2.6, 'deg': 51}",{'all': 20},1582430685.0,"{'country': 'IN', 'sunrise': 1582420536, 'sunset': 1582461308}",19800.0,1268814.0,Joshimath,200,,,,30.57,79.57,276.51,276.51,276.51,20.0,2.6,51.0,34.0
